Name,Platform,Year_of_Release,Genre,Genre_factor,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GS_Category
Forza Motorsport 2,X360,2007,Racing,1,Microsoft Game Studios,2.35,1.27,0.03,4.05,90,66,83,381,Turn 10,E,high
Carnival Games,Wii,2007,Misc,3,Take-Two Interactive,2.12,1.47,0.05,4.05,56,27,60,44,Cat Daddy Games,E,high
Watch Dogs,PS4,2014,Action,4,Ubisoft,1.4,1.9,0.11,4.05,80,80,63,2996,Ubisoft Montreal,M,high
Tekken Tag Tournament,PS2,2000,Fighting,7,Namco Bandai Games,1.68,1.51,0.51,4.05,85,25,85,117,Namco,T,high
Far Cry 4,PS4,2014,Shooter,6,Ubisoft,1.13,2.18,0.1,4.04,85,83,77,1653,Ubisoft Montreal,M,high
Left 4 Dead 2,X360,2009,Shooter,6,Electronic Arts,2.67,0.87,0.05,3.97,89,76,86,681,Valve Software,M,high
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,9,Namco Bandai Games,1.02,2.13,0.23,3.97,92,79,92,10179,CD Projekt Red Studio,M,high
Assassin's Creed: Unity,PS4,2014,Action,4,Ubisoft,1.19,2.07,0.08,3.96,70,40,49,2050,"Ubisoft, Ubisoft Montreal",M,high
Batman: Arkham Knight,PS4,2015,Action,4,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,3.95,87,89,76,2679,Rocksteady Studios,M,high
The Legend of Zelda: Skyward Sword,Wii,2011,Action,4,Nintendo,2.03,1.16,0.37,3.95,93,81,80,1958,Nintendo,E10+,high
Fallout 3,PS3,2008,Role-Playing,9,Bethesda Softworks,2.15,1.13,0.07,3.94,90,57,80,910,Bethesda Game Studios,M,high
Professor Layton and the Diabolical Box,DS,2007,Puzzle,5,Nintendo,0.9,1.76,0.92,3.94,84,65,88,72,Level 5,E10+,high
EA Sports Active,Wii,2009,Sports,0,Electronic Arts,2.09,1.35,0.06,3.9,81,27,87,39,EA Canada,E,high
Tony Hawk's Underground,PS2,2003,Sports,0,Activision,2.29,1.17,0.01,3.9,90,38,87,121,Neversoft Entertainment,T,high
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,9,Nintendo,0.68,0.48,2.62,3.89,86,80,87,348,Capcom,T,high
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,9,Bethesda Softworks,1.16,2.12,0,3.88,94,32,81,9073,Bethesda Game Studios,M,high
NBA 2K16,PS4,2015,Sports,0,Take-Two Interactive,2.49,0.66,0.03,3.88,87,51,67,364,Visual Concepts,E10+,high
Tekken 5,PS2,2005,Fighting,7,Namco Bandai Games,0.93,1.94,0.31,3.87,88,62,86,229,Namco,T,high
MotorStorm,PS3,2006,Racing,1,Sony Computer Entertainment,1.53,1.6,0.06,3.87,84,9,74,220,Evolution Studios,T,high
World Soccer Winning Eleven 8 International,PS2,2004,Sports,0,Konami Digital Entertainment,0.16,1.89,1.12,3.85,91,26,91,38,KCET,E,high
Sports Champions,PS3,2010,Sports,0,Sony Computer Entertainment,2.13,1.12,0.1,3.84,76,64,79,104,"SCEA, Zindagi Games",E10+,high
Call of Duty: Ghosts,PS4,2013,Shooter,6,Activision,1.78,1.43,0.05,3.83,78,49,37,1564,Infinity Ward,M,high
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,3,Nintendo,0.86,1.56,1.05,3.83,59,22,40,4,"Nintendo, Namco Bandai Games",E,high
Tom Clancy's The Division,PS4,2016,Shooter,6,Ubisoft,1.35,1.7,0.15,3.8,80,64,70,2219,Massive Entertainment,M,high
Big Brain Academy: Wii Degree,Wii,2007,Misc,3,Nintendo,1.05,1.91,0.41,3.79,68,33,69,39,Nintendo,E,high
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,4,Activision,2.4,1.01,0,3.76,77,60,75,66,Traveller's Tales,E10+,high
The Sims: Unleashed,PC,2002,Simulation,8,Electronic Arts,2.03,1.56,0,3.76,79,21,80,29,Maxis,T,high
Harry Potter and the Sorcerer's Stone,PS,2001,Action,4,Electronic Arts,1.37,2,0.14,3.73,64,11,75,41,Argonaut Games,E,high
Super Paper Mario,Wii,2007,Platform,2,Nintendo,1.95,0.86,0.59,3.71,85,56,79,417,Intelligent Systems,E,high
Spyro: Year of the Dragon,PS,2000,Platform,2,Sony Computer Entertainment,1.93,1.58,0,3.71,91,15,88,207,Insomniac Games,E,high
Assassin's Creed IV: Black Flag,PS3,2013,Action,4,Ubisoft,1.33,1.68,0.13,3.71,88,36,81,840,Ubisoft,M,high
FIFA Soccer 2005,PS2,2004,Sports,0,Electronic Arts,0.58,2.48,0.04,3.7,81,27,76,56,EA Canada,E,high
Tony Hawk's Pro Skater 4,PS2,2002,Sports,0,Activision,2.13,1.18,0.01,3.67,94,27,85,128,Neversoft Entertainment,T,high
MySims,DS,2007,Simulation,8,Electronic Arts,1.58,1.59,0.08,3.66,67,15,73,13,TOSE,E,high
Midnight Club 3: DUB Edition,PSP,2005,Racing,1,Take-Two Interactive,1.65,1.21,0,3.65,74,34,84,31,Rockstar Leeds,E10+,high
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,6,Sony Computer Entertainment,2.53,0.81,0.06,3.65,82,42,79,82,Zipper Interactive,M,high
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,2,Sony Computer Entertainment,2.08,1.09,0.15,3.64,90,35,87,312,Naughty Dog,E,high
Pro Evolution Soccer 2008,PS2,2007,Sports,0,Konami Digital Entertainment,0.05,0,0.64,3.63,82,10,79,38,Konami,E,high
Resident Evil 4,PS2,2005,Action,4,Capcom,2.08,0.83,0.46,3.62,96,38,89,1013,Capcom,M,high
Guitar Hero: World Tour,Wii,2008,Misc,3,Activision,2.32,0.96,0,3.62,86,18,76,71,Vicarious Visions,T,high
FIFA Soccer 10,PS3,2009,Sports,0,Electronic Arts,0.6,2.45,0.05,3.62,91,56,76,203,EA Sports,E,high
Star Wars: Battlefront,PS2,2004,Shooter,6,LucasArts,1.93,1.22,0.03,3.61,82,36,87,142,Pandemic Studios,T,high
The Simpsons: Road Rage,PS2,2001,Racing,1,Electronic Arts,2.02,1.17,0,3.61,64,23,77,32,Fox Interactive,T,high
Luigi's Mansion,GC,2001,Action,4,Nintendo,2.38,0.67,0.46,3.6,78,34,85,161,Nintendo,E,high
Battlefield 4,PS4,2013,Shooter,6,Electronic Arts,1.35,1.55,0.17,3.59,85,18,69,1580,EA DICE,M,high
Star Wars: Battlefront II,PS2,2005,Shooter,6,LucasArts,2.18,1.02,0.03,3.59,84,30,90,268,Pandemic Studios,T,high
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,8,505 Games,1.6,1.49,0.1,3.58,70,39,80,9,Office Create,E,high
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,4,Take-Two Interactive,1.56,1.4,0.07,3.54,78,49,78,112,Rockstar Leeds,M,high
The Getaway,PS2,2002,Action,4,Sony Computer Entertainment,1.23,1.77,0.05,3.54,72,49,68,88,Team Soho,M,high
James Bond 007: Agent Under Fire,PS2,2001,Shooter,6,Electronic Arts,1.9,1.13,0.1,3.53,72,27,79,48,EA Redwood Shores,T,high
FIFA Soccer 11,X360,2010,Sports,0,Electronic Arts,0.71,2.39,0.02,3.52,88,66,75,155,EA Sports,E,high
Left 4 Dead,X360,2008,Shooter,6,Electronic Arts,2.66,0.49,0.05,3.51,89,67,79,1309,Certain Affinity,M,high
Assassin's Creed: Unity,XOne,2014,Action,4,Ubisoft,2.27,0.9,0,3.5,72,59,41,1005,"Ubisoft, Ubisoft Montreal",M,high
Resident Evil 5,X360,2009,Action,4,Capcom,2.11,0.93,0.12,3.5,83,91,75,523,Capcom,M,high
Assassin's Creed: Brotherhood,X360,2010,Action,4,Ubisoft,2.85,0.38,0.03,3.49,89,81,83,693,Ubisoft Montreal,M,high
Battlefield 4,PS3,2013,Shooter,6,Electronic Arts,1.3,1.42,0.27,3.49,80,14,58,579,EA DICE,M,high
Batman: Arkham Asylum,X360,2009,Action,4,Eidos Interactive,2.2,0.95,0.02,3.48,92,78,87,1080,Rocksteady Studios,T,high
Battlefield 4,X360,2013,Shooter,6,Electronic Arts,2.15,1.01,0.02,3.48,79,21,56,542,EA DICE,M,high
Battlefield: Bad Company 2,X360,2010,Shooter,6,Electronic Arts,2.1,1.01,0.04,3.47,88,75,86,869,EA DICE,M,high
Guitar Hero: On Tour,DS,2008,Misc,3,Activision,2.1,1.01,0.01,3.46,71,70,88,29,Vicarious Visions,E10+,high
Clubhouse Games,DS,2006,Misc,3,Nintendo,0.59,1.79,0.73,3.45,83,30,84,28,Agenda,E,high
Borderlands,X360,2009,Shooter,6,Take-Two Interactive,2.4,0.71,0.03,3.44,84,83,82,715,Gearbox Software,M,high
Tekken 4,PS2,2002,Fighting,7,Namco Bandai Games,1.55,1.27,0.33,3.44,79,23,83,126,Namco,T,high
Grand Theft Auto 2,PS,1998,Action,4,Take-Two Interactive,1.13,2.07,0,3.42,70,15,80,67,DMA Design,T,high
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,4,Konami Digital Entertainment,1.09,1.36,0.49,3.41,93,86,82,3943,"Kojima Productions, Moby Dick Studio",M,high
Spider-Man 2,PS2,2004,Action,4,Activision,1.75,1.2,0.02,3.41,80,50,89,106,Treyarch,T,high
FIFA Soccer 2003,PS2,2002,Sports,0,Electronic Arts,0.46,2.28,0.05,3.4,88,15,67,35,EA Canada,E,high
LittleBigPlanet 2,PS3,2011,Platform,2,Sony Computer Entertainment,1.83,1.05,0.06,3.39,91,86,84,657,Media Molecule,E,high
Crash Bash,PS,2000,Misc,3,Sony Computer Entertainment,1.56,1.47,0.19,3.39,68,12,82,99,Eurocom Entertainment Software,E,high
Assassin's Creed Syndicate,PS4,2015,Action,4,Ubisoft,0.81,1.99,0.07,3.39,76,86,68,1319,Ubisoft Quebec,M,high
LEGO Batman: The Videogame,X360,2008,Action,4,Warner Bros. Interactive Entertainment,2.04,1.02,0,3.38,76,49,79,75,Traveller's Tales,E10+,high
Destiny,XOne,2014,Shooter,6,Activision,2.14,0.92,0,3.37,75,11,55,1735,"Bungie Software, Bungie",T,high
Far Cry 3,PS3,2012,Shooter,6,Ubisoft,0.88,1.7,0.1,3.35,90,32,85,1041,Ubisoft Montreal,M,high
James Bond 007: Nightfire,PS2,2002,Shooter,6,Electronic Arts,1.45,1.29,0.12,3.33,77,20,85,66,Eurocom Entertainment Software,T,high
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,4,LucasArts,1.47,1.39,0.03,3.32,60,34,72,82,Double Helix Games,T,high
The Legend of Zelda: Spirit Tracks,DS,2009,Action,4,Nintendo,1.4,0.91,0.74,3.31,87,75,78,228,Nintendo,E10+,high
Max Payne,PS2,2001,Shooter,6,Take-Two Interactive,1.99,1.05,0.05,3.31,80,21,85,86,Rockstar Toronto,M,high
Assassin's Creed IV: Black Flag,X360,2013,Action,4,Ubisoft,1.9,1.11,0.01,3.3,86,35,79,701,Ubisoft,M,high
The Lord of the Rings: The Return of the King,PS2,2003,Action,4,Electronic Arts,1.5,1.28,0.05,3.28,85,31,87,105,EA Games,T,high
Gears of War: Ultimate Edition,XOne,2015,Shooter,6,Microsoft Game Studios,2.61,0.33,0,3.28,82,74,75,563,"Splash Damage, The Coalition",M,high
True Crime: Streets of LA,PS2,2003,Action,4,Activision,1.89,1.05,0.02,3.27,77,39,80,94,"Luxoflux, Inc.",M,high
Professor Layton and the Unwound Future,DS,2008,Puzzle,5,Nintendo,0.6,1.57,0.82,3.26,86,62,92,111,Level 5,E10+,high
FIFA 16,XOne,2015,Sports,0,Electronic Arts,0.89,2.12,0,3.25,84,45,44,459,EA Sports,E,high
Wii Music,Wii,2008,Misc,3,Nintendo,1.35,1.11,0.46,3.25,63,43,46,116,Nintendo,E,high
Madden NFL 16,PS4,2015,Sports,0,Electronic Arts,2.34,0.3,0,3.24,83,37,59,180,EA Sports,E,high
Gran Turismo 6,PS3,2013,Racing,1,Sony Computer Entertainment,0.72,1.67,0.4,3.23,81,81,77,758,Polyphony Digital,E,high
Halo: The Master Chief Collection,XOne,2014,Shooter,6,Microsoft Game Studios,1.91,1,0.03,3.23,85,69,72,1267,343 Industries,M,high
Super Mario Maker,WiiU,2015,Platform,2,Nintendo,1.18,0.89,0.94,3.21,88,85,87,691,Nintendo,E,high
God of War: Chains of Olympus,PSP,2008,Action,4,Sony Computer Entertainment,1.48,1,0.04,3.18,91,79,86,565,Ready at Dawn,M,high
Enter the Matrix,PS2,2003,Action,4,Atari,1.78,1.12,0.09,3.18,62,30,81,137,Shiny Entertainment,T,high
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,9,Square Enix,1.35,0.59,0.8,3.18,83,67,80,463,Square Enix,T,high
Dance Central,X360,2010,Misc,3,MTV Games,2.15,0.76,0.01,3.17,82,63,76,85,Harmonix Music Systems,T,high
L.A. Noire,PS3,2011,Adventure,10,Take-Two Interactive,1.27,1.29,0.12,3.17,89,78,77,1010,Team Bondi,M,high
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,8,Sony Computer Entertainment Europe,2.06,0.56,0.38,3.17,89,22,91,95,Namco,E,high
Animal Crossing,GC,2001,Simulation,8,Nintendo,1.92,0.16,0.99,3.15,87,42,89,137,Nintendo,E,high
FIFA Soccer 08,PS2,2007,Sports,0,Electronic Arts,0.68,0,0,3.14,83,12,65,36,EA Canada,E,high
Spider-Man,PS,2000,Action,4,Activision,1.7,1.25,0.02,3.13,87,19,90,107,Neversoft Entertainment,E,high
Mario Party 9,Wii,2012,Misc,3,Nintendo,1.06,1.09,0.76,3.13,73,45,68,155,Nd Cube,E,high
Sonic Rush,DS,2005,Platform,2,Sega,1.21,1.56,0.06,3.12,82,43,85,101,"Dimps Corporation, Sonic Team",E,high
Rhythm Heaven,DS,2008,Misc,3,Nintendo,0.55,0.5,1.93,3.11,83,48,90,63,Nintendo,E,high
Fallout: New Vegas,PS3,2010,Role-Playing,9,Bethesda Softworks,1.52,1.03,0.1,3.11,82,57,78,492,Obsidian Entertainment,M,high
Personal Trainer: Cooking,DS,2006,Misc,3,Nintendo,0.9,1,1.03,3.11,81,12,78,10,Indies Zero,E,high
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,9,Ubisoft,1.69,0.85,0.14,3.1,93,45,80,604,4J Studios,M,high
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,4,Nintendo,1.4,1.01,0.46,3.1,91,81,89,1057,Nintendo,E,high
Resident Evil 6,PS3,2012,Shooter,6,Capcom,0.88,0.94,0.88,3.1,74,34,54,1304,Capcom,M,high
Mass Effect 2,X360,2010,Role-Playing,9,Electronic Arts,1.99,0.81,0.03,3.1,96,98,89,3143,BioWare,M,high
Dragon Ball Z: Budokai,PS2,2002,Fighting,7,Atari,2.17,0.28,0.55,3.09,67,28,79,71,Dimps Corporation,T,high
Madden NFL 2002,PS2,2001,Sports,0,Electronic Arts,2.5,0.16,0.01,3.08,94,23,79,46,EA Sports,E,high
The Sims: Vacation,PC,2002,Simulation,8,Electronic Arts,1.72,1.21,0,3.07,75,18,78,22,Maxis,T,high
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,8,Nintendo,0.51,1.02,1.4,3.05,66,60,69,106,Nintendo,E,high
The Sims 4,PC,2014,Simulation,8,Electronic Arts,1,1.82,0,3.05,70,74,39,2057,Maxis,T,high
Borderlands 2,X360,2012,Shooter,6,Take-Two Interactive,1.89,0.88,0.04,3.05,89,59,82,892,Gearbox Software,M,high
LEGO Batman: The Videogame,DS,2008,Action,4,Warner Bros. Interactive Entertainment,1.75,1.01,0,3.05,72,16,80,16,TT Fusion,E10+,high
Kung Fu Panda,X360,2008,Action,4,Activision,1.91,0.84,0,3.04,75,42,74,32,"Luxoflux, Inc.",E10+,high
Mass Effect 3,X360,2012,Role-Playing,9,Electronic Arts,1.94,0.84,0.03,3.04,93,74,58,3725,BioWare,M,high
Heavy Rain,PS3,2010,Adventure,10,Sony Computer Entertainment,1.29,1.21,0.06,3.03,87,107,77,2759,Quantic Dream,M,high
Saints Row 2,X360,2008,Action,4,THQ,1.94,0.79,0.02,3.03,81,75,81,307,Volition Inc.,M,high
Tom Clancy's Splinter Cell,XB,2002,Action,4,Ubisoft,1.85,1.04,0,3.02,93,46,85,121,Ubisoft Montreal,T,high
FIFA 14,PS4,2013,Sports,0,Electronic Arts,0.61,1.85,0.11,3.01,87,26,63,616,EA Canada,E,high
Killzone 2,PS3,2009,Shooter,6,Sony Computer Entertainment,1.4,1.06,0.08,3.01,91,94,81,1505,Guerrilla,M,high
Far Cry 3,X360,2012,Shooter,6,Ubisoft,1.38,1.32,0.02,3,91,39,86,1247,Ubisoft Montreal,M,high
Epic Mickey,Wii,2010,Platform,2,Disney Interactive Studios,2.04,0.63,0.12,3,73,78,70,131,Junction Point,E,high
NBA 2K13,X360,2012,Sports,0,Take-Two Interactive,2.6,0.2,0.01,3,88,41,72,131,Visual Concepts,E,high
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,7,Atari,1.15,0,0.76,3,73,24,92,173,"Spike, Namco Bandai Games",T,high
The Sims: Livin Large,PC,2000,Misc,3,Electronic Arts,1.67,1.18,0,2.99,82,23,66,20,Maxis,T,high
World Soccer Winning Eleven 6 International,PS2,2002,Sports,0,Konami Digital Entertainment,0.12,1.26,1.16,2.99,93,24,91,65,KCET,E,high
Devil May Cry,PS2,2001,Action,4,Capcom,1.36,0.86,0.64,2.99,94,37,85,466,Capcom,M,high
Star Wars: The Old Republic,PC,2011,Role-Playing,9,Electronic Arts,1.58,1.01,0,2.96,85,73,59,2748,"LucasArts, BioWare",T,high
Middle-Earth: Shadow of Mordor,PS4,2014,Action,4,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,2.96,84,85,81,1886,Monolith Productions,M,high
Sonic Heroes,PS2,2003,Platform,2,Sega,1.04,1.37,0.06,2.96,64,29,78,94,Sonic Team,E,high
Hitman 2: Silent Assassin,PS2,2002,Action,4,Eidos Interactive,1.36,1.15,0.04,2.96,85,19,78,78,Io Interactive,M,high
Titanfall,XOne,2014,Shooter,6,Electronic Arts,1.84,0.8,0.04,2.95,86,68,64,2658,Respawn Entertainment,M,high
Battlefield: Bad Company 2,PS3,2010,Shooter,6,Electronic Arts,1.33,1.1,0.08,2.95,88,59,85,572,EA DICE,M,high
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,6,Sony Computer Entertainment,2.22,0.51,0.06,2.94,87,42,90,93,Zipper Interactive,M,high
Pac-Man Collection,GBA,2001,Puzzle,5,Atari,2.07,0.77,0.05,2.94,79,13,78,4,Mass Media,E,high
Street Fighter IV,X360,2009,Fighting,7,Capcom,1.82,0.7,0.15,2.94,93,77,73,292,Capcom,T,high
inFAMOUS,PS3,2009,Action,4,Sony Computer Entertainment,1.76,0.68,0.12,2.93,85,98,83,1172,Sucker Punch,T,high
Kirby Super Star Ultra,DS,2008,Platform,2,Nintendo,1.55,0.04,1.19,2.92,76,40,88,76,HAL Labs,E,high
Call of Duty: Ghosts,XOne,2013,Shooter,6,Activision,1.88,0.77,0,2.92,78,7,43,700,Infinity Ward,M,high
Mass Effect,X360,2007,Role-Playing,9,Microsoft Game Studios,1.83,0.79,0.03,2.91,91,74,87,1692,BioWare,M,high
Sonic Mega Collection Plus,PS2,2004,Misc,3,Sega,1.54,1.14,0,2.9,73,21,86,30,Sonic Team,E,high
World Soccer Winning Eleven 7 International,PS2,2003,Sports,0,Konami Digital Entertainment,0.08,1.24,1.13,2.9,93,28,90,45,KCET,E,high
Sega Superstars Tennis,X360,2008,Sports,0,Sega,1.75,0.86,0,2.89,67,45,68,18,Sumo Digital,E10+,high
Hot Shots Golf 3,PS2,2001,Sports,0,Sony Computer Entertainment,0.99,0.32,1.38,2.89,85,30,89,16,Clap Hanz,E,high
Cooking Mama: Cook Off,Wii,2007,Simulation,8,505 Games,1.41,1.12,0.05,2.89,61,37,53,23,OfficeCreate,E,high
Call of Duty: Finest Hour,PS2,2004,Shooter,6,Activision,1.51,1.12,0.01,2.89,76,49,77,69,Spark Unlimited,T,high
WarioWare: Smooth Moves,Wii,2006,Puzzle,5,Nintendo,0.86,1.04,0.73,2.89,83,61,74,179,Intelligent Systems,E10+,high
Madden NFL 13,X360,2012,Sports,0,Electronic Arts,2.53,0.15,0,2.86,81,36,58,179,EA Tiburon,E,high
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,9,Ubisoft,2.09,0.63,0.03,2.86,87,34,87,111,Bethesda Softworks,T,high
Assassin's Creed IV: Black Flag,PS4,2013,Action,4,Ubisoft,1.07,1.31,0.06,2.85,83,29,78,1530,Ubisoft,M,high
Mortal Kombat,PS3,2011,Fighting,7,Warner Bros. Interactive Entertainment,1.98,0.53,0,2.84,84,60,84,494,NetherRealm Studios,M,high
Madden NFL 10,X360,2009,Sports,0,Electronic Arts,2.52,0.09,0,2.83,85,58,61,90,EA Tiburon,E,high
BioShock,X360,2007,Shooter,6,Take-Two Interactive,1.65,0.85,0.05,2.83,96,88,89,2249,"Irrational Games, 2K Marin",M,high
Metroid Prime,GC,2002,Shooter,6,Nintendo,1.96,0.67,0.1,2.82,97,70,93,747,Retro Studios,T,high
Assassin's Creed: Brotherhood,PS3,2010,Action,4,Ubisoft,1.87,0.55,0.11,2.82,90,59,82,791,Ubisoft Montreal,M,high
Medal of Honor,PS3,2010,Shooter,6,Electronic Arts,1.28,1.04,0.07,2.81,75,56,75,286,"EA DICE, Danger Close",M,high
inFAMOUS: Second Son,PS4,2014,Action,4,Sony Computer Entertainment,1.28,0.98,0.07,2.79,80,90,79,2944,Sucker Punch,T,high
NBA Street,PS2,2001,Sports,0,Electronic Arts,2.19,0.22,0,2.79,89,22,86,39,NuFX,E,high
Jak II,PS2,2003,Platform,2,Sony Computer Entertainment,1.68,0.74,0,2.78,87,47,82,241,Naughty Dog,T,high
Need for Speed: Hot Pursuit,PS3,2010,Racing,1,Electronic Arts,1.05,1.23,0.03,2.78,89,59,72,301,Criterion Games,E10+,high
Skylanders: Spyro's Adventure,Wii,2011,Action,4,Activision,1.35,1.13,0,2.78,81,11,56,31,Toys for Bob,E10+,high
Battlefield 3,PC,2011,Shooter,6,Electronic Arts,0.89,1.43,0,2.78,89,61,75,4926,EA DICE,M,high
Mortal Kombat X,PS4,2015,Fighting,7,Warner Bros. Interactive Entertainment,1.5,0.8,0,2.78,83,81,77,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,high
The Sims,PS2,2003,Simulation,8,Electronic Arts,1.41,1.12,0,2.77,83,33,77,46,Edge of Reality,T,high
Killzone 3,PS3,2011,Shooter,6,Sony Computer Entertainment,1.45,0.86,0.09,2.77,84,85,79,942,Guerrilla,M,high
Star Wars: The Force Unleashed,X360,2008,Action,4,LucasArts,1.74,0.77,0,2.77,73,74,67,389,LucasArts,T,high
Yoshi's Island DS,DS,2006,Platform,2,Nintendo,1.45,0.07,1.1,2.76,81,42,74,67,Artoon,E,high
Saints Row: The Third,X360,2011,Action,4,THQ,1.25,1.14,0.07,2.76,84,70,76,490,Volition Inc.,M,high
Tekken 6,PS3,2009,Fighting,7,Namco Bandai Games,1.2,0.97,0.17,2.75,79,63,74,211,Namco Bandai Games,T,high
Sonic and the Secret Rings,Wii,2007,Platform,2,Sega,1.21,1.19,0.04,2.73,69,44,66,174,Sonic Team,E,high
The Legend of Zelda: A Link to the Past,GBA,2002,Action,4,Nintendo,1.75,0.52,0.33,2.7,95,30,91,314,Capcom,E,high
Onimusha: Warlords,PS2,2001,Action,4,Virgin Interactive,0.99,0.48,1.09,2.7,86,23,82,56,Capcom,M,high
L.A. Noire,X360,2011,Adventure,10,Take-Two Interactive,1.52,0.92,0.02,2.7,89,83,78,893,Team Bondi,M,high
Call of Duty 3,X360,2006,Shooter,6,Activision,1.49,0.92,0.02,2.7,82,71,65,233,Treyarch,T,high
Madden NFL 12,X360,2011,Sports,0,Electronic Arts,2.42,0.11,0,2.69,78,55,59,94,EA Tiburon,E,high
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,4,LucasArts,1.85,0.64,0.01,2.69,84,32,90,41,Traveller's Tales,E10+,high
Killzone: Shadow Fall,PS4,2013,Shooter,6,Sony Computer Entertainment,0.89,1.33,0.08,2.69,73,88,68,2102,Guerrilla,M,high
Madden NFL 11,X360,2010,Sports,0,Electronic Arts,2.38,0.12,0,2.69,84,47,57,120,EA Tiburon,E,high
Burnout 3: Takedown,PS2,2004,Racing,1,Electronic Arts,1.23,1.11,0,2.68,93,52,91,271,Criterion Games,T,high
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,5,Nintendo,1.63,0.51,0.35,2.67,79,51,77,18,Nintendo,E,high
Professor Layton and the Last Specter,DS,2009,Puzzle,5,Nintendo,0.28,1.39,0.68,2.67,83,58,87,52,Level 5,E10+,high
Call Of Duty 2: Big Red One,PS2,2005,Shooter,6,Activision,1.48,0.92,0.01,2.67,77,39,82,69,Treyarch,T,high
Medal of Honor,PS,1998,Shooter,6,Electronic Arts,1.44,1.09,0,2.67,92,17,86,80,Dreamworks Interactive,T,high
Fable,XB,2004,Role-Playing,9,Microsoft Game Studios,1.99,0.58,0,2.66,85,87,85,268,Big Blue Box,M,high
Guitar Hero: World Tour,X360,2008,Misc,3,Activision,1.78,0.63,0,2.66,85,67,63,171,Neversoft Entertainment,T,high
FIFA 17,XOne,2016,Sports,0,Electronic Arts,0.43,2.05,0,2.65,84,50,55,201,"EA Sports, EA Vancouver",E,high
Tom Clancy's Splinter Cell,PS2,2003,Action,4,Ubisoft,1.15,1.11,0,2.65,89,24,77,102,Ubisoft Shanghai,T,high
Need for Speed: Shift,PS3,2009,Racing,1,Electronic Arts,0.69,1.4,0.04,2.65,84,55,69,113,Slightly Mad Studios,E,high
Medal of Honor Heroes,PSP,2006,Shooter,6,Electronic Arts,0.86,1.11,0.01,2.65,71,24,79,47,Team Fusion,T,high
Final Fantasy XIII-2,PS3,2011,Role-Playing,9,Square Enix,0.78,0.73,0.89,2.63,79,53,66,707,Square Enix,T,high
Midnight Club: Street Racing,PS2,2000,Racing,1,Take-Two Interactive,2,0.47,0.02,2.63,78,18,78,21,Angel Studios,T,high
Skate 3,X360,2010,Sports,0,Electronic Arts,1.47,0.93,0,2.63,80,65,80,127,EA Black Box,T,high
ESPN NFL 2K5,PS2,2004,Sports,0,Sega,2.15,0.12,0,2.62,90,37,82,84,Visual Concepts,E,high
Halo Wars,X360,2009,Strategy,11,Microsoft Game Studios,1.54,0.8,0.04,2.62,82,92,72,454,Ensemble Studios,T,high
NBA 2K12,X360,2011,Sports,0,Take-Two Interactive,2.31,0.14,0.01,2.62,90,42,77,134,Visual Concepts,E,high
FIFA Soccer 10,X360,2009,Sports,0,Electronic Arts,0.59,1.79,0.01,2.62,90,63,75,133,EA Sports,E,high
Medal of Honor,X360,2010,Shooter,6,Electronic Arts,1.56,0.8,0.04,2.61,74,71,67,288,"Dice, Danger Close",M,high
Harry Potter and the Chamber of Secrets,PS2,2002,Action,4,Electronic Arts,0.9,1.22,0.04,2.61,71,16,76,49,Electronic Arts,E,high
God of War Collection,PS3,2009,Action,4,Sony Computer Entertainment,1.7,0.44,0.06,2.6,91,50,87,529,Bluepoint Games,M,high
NBA Live 2005,PS2,2004,Sports,0,Electronic Arts,2.03,0.21,0,2.59,84,21,81,44,EA Canada,E,high
Mario Strikers Charged,Wii,2007,Sports,0,Nintendo,1.05,1.05,0.24,2.58,79,47,80,124,Next Level Games,E10+,high
FIFA Soccer 09,PS3,2008,Sports,0,Electronic Arts,0.48,1.63,0.04,2.58,87,42,75,108,EA Canada,E,high
